id,categoria,titulo,pessoa_local,fonte,pagina_origem,url_direta,url_thumbnail,autor,licenca,url_licenca,atribuicao,status_licenca,instagram_ok,largura,altura,arquivo_local,ultima_utilizacao,qtd_utilizacoes,observacoes
IMG0001,selecao_brasileira,Atletas da Seleção Brasileira de Futebol Feminino,Seleção Brasileira,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Atletas_da_Sele%C3%A7%C3%A3o_Brasileira_de_Futebol_Feminino_posam_para_foto%2C_Acervo_do_Museu_do_Futebol.jpg,,,Artista/fotógrafo indicado na página / Museu do Futebol,CC BY-SA 4.0,,Crédito ao autor indicado na página e Museu do Futebol; informar licença e alterações,APROVADA,SIM,,,,,,Licença individual verificada
IMG0002,selecao_brasileira,Brazil women's national football team - Rio 2007,Seleção Brasileira,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil_women%27s_national_football_team_-_Rio_2007.jpg,,,Conforme página do arquivo,CC BY 3.0 BR / CC BY 2.5,,Crédito conforme página do arquivo,APROVADA,SIM,,,,,,Licença individual verificada; conferir atribuição completa ao baixar
IMG0003,selecao_brasileira,Brazil women's national football team 2012,Seleção Brasileira,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil_women%27s_national_football_team_2012.jpg,,,Conforme página do arquivo,CC BY-SA 2.0,,Crédito conforme página do arquivo; informar licença e alterações,APROVADA,SIM,,,,,,Licença individual verificada
IMG0004,selecao_brasileira,Football Women Podium Pan 2007,"Brazil (gold), the USA (silver) and Canada (bronze) make up the podium for Women's Football at the 2007 Pan American Games in Rio de Janeiro",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Football_Women_Podium_Pan_2007.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Football_Women_Podium_Pan_2007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/Football_Women_Podium_Pan_2007.jpg/1920px-Football_Women_Podium_Pan_2007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Wilson Dias/ABr,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,Wilson Dias/ABr | Agência Brasil ([1]) | CC BY 3.0 br,APROVADA_AUTO,SIM,2692,1744,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0005,selecao_brasileira,Brazil Women Soccer Team Gold Medal Pan 2007,Rio de Janeiro - Brazil women's national football team receiving the gold medal at the Pan-American Games 2007,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil_Women_Soccer_Team_Gold_Medal_Pan_2007.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Brazil_Women_Soccer_Team_Gold_Medal_Pan_2007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Brazil_Women_Soccer_Team_Gold_Medal_Pan_2007.jpg/1920px-Brazil_Women_Soccer_Team_Gold_Medal_Pan_2007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Wilson Dias/Abr,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,Wilson Dias/Abr | Agência Brasil [1] | CC BY 3.0 br,APROVADA_AUTO,SIM,2732,1800,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0006,selecao_brasileira,Sweden women v Brazil June 2013,a_34_0025,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sweden_women_v_Brazil_June_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/Sweden_women_v_Brazil_June_2013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/5/56/Sweden_women_v_Brazil_June_2013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Anders Henrikson,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Anders Henrikson | a_34_0025 | CC BY 2.0,APROVADA_AUTO,SIM,800,557,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0007,selecao_brasileira,Brasilien-Frauen-WM-Platzierungen,Beste Platzierungen der brasilianischen Mannschaft der Frauen in den Austragungsländern der FIFA-Frauenfußballweltmeisterschaften,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brasilien-Frauen-WM-Platzierungen.PNG,https://upload.wikimedia.org/wikipedia/commons/b/b4/Brasilien-Frauen-WM-Platzierungen.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/b/b4/Brasilien-Frauen-WM-Platzierungen.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Dr. Reiner Düren aka RedPiranha,CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en,Dr. Reiner Düren aka RedPiranha | Eigene Datei | CC BY-SA 3.0 de,APROVADA_AUTO,SIM,1425,625,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0008,selecao_brasileira,German football team 2016 Olympics women,São Paulo - Seleções femininas do Zimbábue e da Alemanha se enfrentam na Arena Corinthians (Rovena Rosa/Agência Brasil),Wikimedia Commons,https://commons.wikimedia.org/wiki/File:German_football_team_2016_Olympics_women.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/German_football_team_2016_Olympics_women.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/German_football_team_2016_Olympics_women.jpg/1920px-German_football_team_2016_Olympics_women.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Rovena Rosa/Agência Brasil,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,Rovena Rosa/Agência Brasil | Futebol feminino de Zimbábue e Alemanha se enfrentam em SP & http://agenciabrasil.ebc.com.br/rio-2016/foto/2016-08/futebol-feminino-de-zimbabue-e-alemanha-se-enfrentam-em-sp | CC BY 3.0 br,APROVADA_AUTO,SIM,4469,3249,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0009,selecao_brasileira,Ricardo Pombo Sales,Ricardo Pombo Sales,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ricardo_Pombo_Sales.png,https://upload.wikimedia.org/wikipedia/commons/d/d2/Ricardo_Pombo_Sales.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Ricardo_Pombo_Sales.png/1920px-Ricardo_Pombo_Sales.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ricardo Pombo Sales,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ricardo Pombo Sales | Own work | CC BY-SA 4.0,APROVADA_AUTO,SIM,2160,3840,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0010,selecao_brasileira,Selecao bresilienne a l entrainement,Selecao bresilienne a l entrainement reçu au SPFC par Dani Alves,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Selecao_bresilienne_a_l_entrainement.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Selecao_bresilienne_a_l_entrainement.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Selecao_bresilienne_a_l_entrainement.jpg/1920px-Selecao_bresilienne_a_l_entrainement.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Frenchyfoot,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Frenchyfoot | Own work | CC BY-SA 4.0,APROVADA_AUTO,SIM,5184,3456,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0011,selecao_brasileira,2015 Pan Am games Canada vs Brazil laslovarga (56),"2015 Pan Am games , Hamilton Canada, Brazil vs Canada. TeamBrazil 1. GK, Luciana Maria Dionizio 12. GK, Bárbara Micheline do Monte Barbosa 2. DF, Fabiana da Silva Simões 3. DF, Monica Hickmann Alves 4. DF, Rafaelle Souza 5. MF, Thaisa Moreno 6. MF, Tamires Cássia Dias Gomes 8. MF, Formiga 9. MF, And",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_(56).jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_%2856%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_%2856%29.jpg/1920px-2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_%2856%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laslovarga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Laslovarga | Own work | CC BY-SA 4.0,APROVADA_AUTO,SIM,5184,3456,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0012,selecao_brasileira,01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol (53018584379),"01.07.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encontro com a Seleção Brasileira Feminina de Futebol. Estádio Nacional Mané Garrincha, Brasília - DF. Foto: Ricardo Stuckert/PR",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_(53018584379).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018584379%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018584379%29.jpg/1920px-01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018584379%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Palácio do Planalto from Brasilia, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil | 01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol | CC BY 2.0",APROVADA_AUTO,SIM,2362,3023,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0013,selecao_brasileira,01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol (53018806295),"01.07.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encontro com a Seleção Brasileira Feminina de Futebol. Estádio Nacional Mané Garrincha, Brasília - DF. Foto: Ricardo Stuckert/PR",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_(53018806295).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018806295%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018806295%29.jpg/1920px-01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018806295%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Palácio do Planalto from Brasilia, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil | 01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol | CC BY 2.0",APROVADA_AUTO,SIM,5578,3310,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0014,selecao_brasileira,01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol (53018806135),"01.07.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encontro com a Seleção Brasileira Feminina de Futebol. Estádio Nacional Mané Garrincha, Brasília - DF. Foto: Ricardo Stuckert/PR",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_(53018806135).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018806135%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018806135%29.jpg/1920px-01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018806135%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Palácio do Planalto from Brasilia, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil | 01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol | CC BY 2.0",APROVADA_AUTO,SIM,5586,2635,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0015,selecao_brasileira,01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol (53018584314),"01.07.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encontro com a Seleção Brasileira Feminina de Futebol. Estádio Nacional Mané Garrincha, Brasília - DF. Foto: Ricardo Stuckert/PR",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_(53018584314).jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018584314%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018584314%29.jpg/1920px-01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018584314%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Palácio do Planalto from Brasilia, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil | 01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol | CC BY 2.0",APROVADA_AUTO,SIM,2250,1512,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0016,selecao_brasileira,01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol (53018902778),"01.07.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encontro com a Seleção Brasileira Feminina de Futebol. Estádio Nacional Mané Garrincha, Brasília - DF. Foto: Ricardo Stuckert/PR",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_(53018902778).jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018902778%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/35/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018902778%29.jpg/1920px-01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018902778%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Palácio do Planalto from Brasilia, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil | 01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol | CC BY 2.0",APROVADA_AUTO,SIM,5124,3431,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0017,selecao_brasileira,01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol (53018805855),"01.07.2023 - Presidente da República, Luiz Inácio Lula da Silva, durante encontro com a Seleção Brasileira Feminina de Futebol. Estádio Nacional Mané Garrincha, Brasília - DF. Foto: Ricardo Stuckert/PR",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_(53018805855).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018805855%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/f/f1/01.07.2023_-_Encontro_com_a_Sele%C3%A7%C3%A3o_Brasileira_Feminina_de_Futebol_%2853018805855%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"Palácio do Planalto from Brasilia, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Palácio do Planalto from Brasilia, Brasil | 01.07.2023 - Encontro com a Seleção Brasileira Feminina de Futebol | CC BY 2.0",APROVADA_AUTO,SIM,1886,2556,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0018,selecao_brasileira,2015 Pan Am games Canada vs Brazil laslovarga (56) (Tamires Cássia),"2015 Pan Am games , Hamilton Canada, Brazil vs Canada Brazil 1. GK, Luciana Maria Dionizio 12. GK, Bárbara Micheline do Monte Barbosa 2. DF, Fabiana da Silva Simões 3. DF, Monica Hickmann Alves 4. DF, Rafaelle Souza 5. MF, Thaisa. 6. MF, Tamires Cássia Dias Gomes 8. MF, Formiga 9. MF, Andressa Alves",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_(56)_(Tamires_C%C3%A1ssia).jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_%2856%29_%28Tamires_C%C3%A1ssia%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/2/22/2015_Pan_Am_games_Canada_vs_Brazil_laslovarga_%2856%29_%28Tamires_C%C3%A1ssia%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Laslovarga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Laslovarga | Own work | CC BY-SA 4.0,APROVADA_AUTO,SIM,750,1000,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0019,selecao_brasileira,Brazil-USA-1,Brazilian players celebrating after the final of the 2007 Pan American Games,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil-USA-1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Brazil-USA-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/0/0f/Brazil-USA-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,nicholasbittencourt,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,nicholasbittencourt | Campeão! | CC BY-SA 2.0,APROVADA_AUTO,SIM,1600,1066,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0020,selecao_brasileira,Brazil-USA-3,"Rio de Janeiro, Brazil vs. USA - Final of the 2007 Pan American Games.",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil-USA-3.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/Brazil-USA-3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/6/60/Brazil-USA-3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,nicholasbittencourt,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,nicholasbittencourt | Brasil x EUA | CC BY-SA 2.0,APROVADA_AUTO,SIM,1476,1476,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0021,selecao_brasileira,Brazil-USA-4,"Rio de Janeiro, Brazil vs. USA - Final of the 2007 Pan American Games",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil-USA-4.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Brazil-USA-4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/1/1c/Brazil-USA-4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,nicholasbittencourt,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,nicholasbittencourt | Brasil x EUA | CC BY-SA 2.0,APROVADA_AUTO,SIM,1599,1066,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0022,selecao_brasileira,Brazil-USA-5,"Rio de Janeiro, Brazil vs. USA - Final of the 2007 Pan American Games",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brazil-USA-5.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Brazil-USA-5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/b/bd/Brazil-USA-5.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,nicholasbittencourt,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,nicholasbittencourt | Brasil x EUA | CC BY-SA 2.0,APROVADA_AUTO,SIM,1600,1066,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0023,selecao_brasileira,Algarve Cup Brazil V China 4 March 2015,"The Opening Match of the 2015 Algarve Cup between Brazil and China at the municipal stadium, Albufeira , Algarve, Portugal",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Algarve_Cup_Brazil_V_China_4_March_2015.JPG,https://upload.wikimedia.org/wikipedia/commons/c/c9/Algarve_Cup_Brazil_V_China_4_March_2015.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Algarve_Cup_Brazil_V_China_4_March_2015.JPG/1920px-Algarve_Cup_Brazil_V_China_4_March_2015.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kolforn,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Kolforn | Own work | CC BY 3.0,APROVADA_AUTO,SIM,4000,3000,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0024,selecao_brasileira,"2015 Pan American Games, Brazil vs Costa Rica - Laslovarga (81)","2015 Pan Am games , Hamilton Canada, Brazil vs Costa Rica 1. GK, Luciana Maria Dionizio 12. GK, Bárbara Micheline do Monte Barbosa 2. DF, Fabiana da Silva Simões 3. DF, Monica Hickmann Alves 4. DF, Rafaelle Souza 5. MF, Thaisa 6. MF, Tamires Cássia Dias Gomes 8. MF, Formiga 9. MF, Andressa Alves da ",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2015_Pan_American_Games,_Brazil_vs_Costa_Rica_-_Laslovarga_(81).jpg",https://upload.wikimedia.org/wikipedia/commons/2/23/2015_Pan_American_Games%2C_Brazil_vs_Costa_Rica_-_Laslovarga_%2881%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/2015_Pan_American_Games%2C_Brazil_vs_Costa_Rica_-_Laslovarga_%2881%29.jpg/1920px-2015_Pan_American_Games%2C_Brazil_vs_Costa_Rica_-_Laslovarga_%2881%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laslovarga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Laslovarga | Own work | CC BY-SA 4.0,APROVADA_AUTO,SIM,5184,3456,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
IMG0025,selecao_brasileira,"2015 Pan American Games, Brazil vs Costa Rica - Laslovarga (82)","Costa Rica woman's national association football team on Pan Am games 2015 Hamilton Canada, Team Costa Rica, 1 GK Dinnia Díaz 18 GK Yirlania Arroyo 5 DF Diana Sáenz 6 DF Carol Sánchez 7 FW Melissa Herrera 10 MF Shirley Cruz (c) 11 FW Raquel Rodríguez 12 DF Lixy Rodríguez 14 FW Fernanda Barrantes 15 ",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2015_Pan_American_Games,_Brazil_vs_Costa_Rica_-_Laslovarga_(82).jpg",https://upload.wikimedia.org/wikipedia/commons/4/49/2015_Pan_American_Games%2C_Brazil_vs_Costa_Rica_-_Laslovarga_%2882%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/2015_Pan_American_Games%2C_Brazil_vs_Costa_Rica_-_Laslovarga_%2882%29.jpg/1920px-2015_Pan_American_Games%2C_Brazil_vs_Costa_Rica_-_Laslovarga_%2882%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laslovarga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Laslovarga | Own work | CC BY-SA 4.0,APROVADA_AUTO,SIM,5184,3456,,,0,Licença aberta conferida automaticamente via extmetadata do Wikimedia Commons; revalidar se a página de origem mudar.
